type,dish,region,state,city,sub-region,location,description,image_url,citations
General Cuisine,Hog jowl,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,A cut of pork from a pig's cheek.,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Jowl_bacon.jpg/250px-Jowl_bacon.jpg,
General Cuisine,Hotdish,Midwest,['Minnesota'],[],[],Minnesota,"A variety ofcasserolewhich typically contains astarch, ameator other protein, and acannedor frozenvegetable, mixed withcanned soup[27]",https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Hotdish.jpg/250px-Hotdish.jpg,
General Cuisine,Hushpuppy,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,Asavoryfood made fromcornmealbatterthat is deep fried or baked rolled as a small ball[28],https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Hushpuppies_5stack.jpg/250px-Hushpuppies_5stack.jpg,
General Cuisine,Jalapeño poppers,Southwest,Wyoming,[],"['Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States']",Southwestern United States,"Jalapeño peppers that have been hollowed out, stuffed with a mixture of cheese, spices, and sometimes ground meat, and breaded and deep-fried.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Cooking-food-stuffed-jalapenos-peppers.jpg/250px-Cooking-food-stuffed-jalapenos-peppers.jpg,
General Cuisine,Joe's Special,West,Wyoming,['San Francisco'],"['San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco', 'San Francisco']",San Francisco,"A scramble of eggs, spinach and ground beef. Other common ingredients include onions, garlic and sometimes mushrooms, and various spices.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Joe%27s_Special_2019.jpg/250px-Joe%27s_Special_2019.jpg,
General Cuisine,Johnny Marzetti,Midwest,Wyoming,[],"['Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States']",Midwestern United States,"A MidwesternItalian Americanpasta dish consisting of noodles, cheese,ground beef, and atomato saucethat typically includesaromaticvegetables and mushrooms.[29][30]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Johnny_Mazetti.jpg/250px-Johnny_Mazetti.jpg,
General Cuisine,Lamb fries,South,['Kentucky'],[],[],Kentucky,Deep fried lamb testicles.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Lamb_fries.jpg/250px-Lamb_fries.jpg,
General Cuisine,Laulau,West,['Hawaii'],[],[],Hawaii,A traditional preparation consisting ofporkwrapped  in taro leaf[31],https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Laulau.jpg/250px-Laulau.jpg,
General Cuisine,Livermush,South,['North Carolina'],[],[],North Carolina,"A dish made with pig liver and other parts mixed with cornmeal, formed into a loaf, and fried.[32][33][34]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Liver_Mush.jpg/250px-Liver_Mush.jpg,
General Cuisine,Machacado con huevo,Southwest,Wyoming,[],"['Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States']",Southwestern United States,A dish consisting of shredded dry beef that is scrambled with eggs.,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Machacado_con_huevo.jpg/250px-Machacado_con_huevo.jpg,
General Cuisine,Manapua,West,['Hawaii'],[],[],Hawaii,"The Hawaiian adaptation of the Chinese bun, baozi, derived specifically from char siu bao. In contemporary times, the term is generally also applied to a large char siu bao or other steamed, baked, or fried bao variations of different fillings.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Mnpa.jpg/250px-Mnpa.jpg,
General Cuisine,Minnesota sushi,Midwest,Wyoming,[],"['Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States']",Midwestern United States,"A wrap containing ham, cream cheese, and a pickle.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Ham_%26_Pickle_Rolls_%282141566594%29.jpg/250px-Ham_%26_Pickle_Rolls_%282141566594%29.jpg,
General Cuisine,Mission burrito,West,['California'],"['San Francisco, California']",[],California,"A very large burrito filled with meat, beans, rice, and additional flavor-enhancing ingredients such as cheese, sour cream, guacamole,pico de gallo, or jalapeños.  Typically served wrapped in aluminum foil.[35]",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/San_Francisco_burrito-sparkletack-2005.jpg/250px-San_Francisco_burrito-sparkletack-2005.jpg,
General Cuisine,Nachos,Southwest,Wyoming,[],"['Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States', 'Southwestern United States']",Southwestern United States,"Tortilla chips or totopos covered with cheese or chile con queso, as well as a variety of other toppings and garnishes, often including meats (such as ground beef or grilled chicken), vegetables (such as chili peppers, lettuce, tomatoes, and olives), and condiments such as salsa, guacamole, or sour cream.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Nachos-cheese.jpg/250px-Nachos-cheese.jpg,
General Cuisine,Natchitoches meat pie,South,['Louisiana'],[],[],Louisiana,"A dish in Louisiana creole cuisine, it is one of theofficial state foods of Louisiana,[36]ingredients include ground beef, ground pork, onions, peppers, garlic, oil, and a pie shell",https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Natchitoches-meatpies-and-beans-rice.jpg/250px-Natchitoches-meatpies-and-beans-rice.jpg,
General Cuisine,New England boiled dinner,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"Corned beef or a smoked ""picnic ham"" shoulder, with cabbage and added vegetable items[37]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/BoiledDinner.JPG/250px-BoiledDinner.JPG,
General Cuisine,Pasta primavera,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,Pasta in a cream sauce and fresh vegetables.,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Pasta_primavera.jpg/250px-Pasta_primavera.jpg,
General Cuisine,Pasty,Midwest,Wyoming,[],"['Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan', 'Upper Peninsula of Michigan']",Upper Peninsula of Michigan,"A baked pastry, a traditional variety of which is filled with beef, pork, lamb, or venison, with onions, potatoes, and carrots. Usually handheld with a crispy outer crust.[38]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Cornish_pasty_-_cut.jpeg/250px-Cornish_pasty_-_cut.jpeg,
