type,dish,region,state,city,sub-region,location,description,image_url,citations
Desserts and confectionery,Lane cake,South,"['Georgia', 'Alabama', 'Mississippi']",[],[],Mississippi,Also known as a prize cake; a bourbon-soaked layer cake[130],https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Slice_of_lane_cake.jpg/250px-Slice_of_lane_cake.jpg,
Desserts and confectionery,Lemon ice box pie,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"Lemon juice, eggs, andcondensed milkin a pie crust,[131]with preparation very similar to that ofkey lime pie.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Raspberry_lemon_ice_box_pie.jpg/250px-Raspberry_lemon_ice_box_pie.jpg,
Desserts and confectionery,Lemon stick,South,['Maryland'],"['Baltimore, Maryland']",[],Maryland,Half of a lemon with a peppermint stick in it[132],,
Desserts and confectionery,Mississippi mud pie,South,['Mississippi'],[],[],Mississippi,A chocolate-based dessert pie.[133][134],https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Mississippi_Mud_Pie.jpg/250px-Mississippi_Mud_Pie.jpg,
Desserts and confectionery,Modjeska,South,['Kentucky'],"['Louisville, Kentucky']",[],Kentucky,Amarshmallowdipped incaramel.[135],https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Scotch_kisses.jpg/250px-Scotch_kisses.jpg,
Desserts and confectionery,Moravian sugar cake,South,['North Carolina'],"['Winston-Salem, North Carolina']",[],North Carolina,"A traditional sweet coffee cake topped with butter, brown sugar and cinnamon which was popularized byMoraviansin North Carolina.[136]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Sugar_Cake.jpg/250px-Sugar_Cake.jpg,
Desserts and confectionery,Needham,Northeast,['Maine'],[],[],Maine,"Aconfectionerydessert barmade from sugar, chocolate, coconut, and potato.[137]",,
Desserts and confectionery,New York roll,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"A roll made from circular croissant dough, and filled with pastry cream and topped with a chocolate ganache.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/New_York_Roll.jpg/250px-New_York_Roll.jpg,
Desserts and confectionery,New York-style cheesecake,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,Rich cheesecake made with a cream cheese base.,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Baked_cheesecake_with_raspberries_and_blueberries.jpg/250px-Baked_cheesecake_with_raspberries_and_blueberries.jpg,
Desserts and confectionery,Pastry heart,Northeast,['New York'],[],[],New York,"A heart-shaped flaky puff pastry, similar to a palmier, that is usually topped with a white sugar icing that has a hard shell but is soft on the inside.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Pastry_heart_-_01.jpg/250px-Pastry_heart_-_01.jpg,
Desserts and confectionery,Peanut pie,South,Wyoming,[],"['Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region', 'Tidewater region']",Tidewater region,A pie prepared with peanuts or peanut butter as a primary ingredient.,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Peanut_pie_close-up.jpg/250px-Peanut_pie_close-up.jpg,
Desserts and confectionery,Pecan pie,Multiple,['Texas'],[],[],Texas,A pie made primarily of eggs andcorn syrupwithpecannuts.[138],https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Pecan_pie%2C_November_2010.jpg/250px-Pecan_pie%2C_November_2010.jpg,
Desserts and confectionery,Red velvet cake,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"Red colored cake made withcocoa powder. Red food and drinks are traditional duringJuneteenthcelebrations, includingred velvet cake. The color red represents resilience and joy.[139][140]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Red_velvet_cake_slice.jpg/250px-Red_velvet_cake_slice.jpg,
Desserts and confectionery,Salt water taffy,Northeast,['New Jersey'],"['Atlantic City, New Jersey']",[],New Jersey,"Originally produced and marketed in the Atlantic City, New Jersey area starting in the 1880s[141]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Salt_water_taffy.jpg/250px-Salt_water_taffy.jpg,
Desserts and confectionery,Shaker lemon pie,Midwest,[],[],['elsewhere in the Midwest'],elsewhere in the Midwest,A pie with a filling made with whole lemons that have been sliced extremely thin andmaceratedwith sugar.[142],https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Shaker_lemon_pie.jpg/250px-Shaker_lemon_pie.jpg,
Desserts and confectionery,Shoofly pie,Northeast,['Pennsylvania'],[],[],Pennsylvania,"A pie with a cake-like consistency, made withmolasses.[143]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Wet-bottom_Shoofly_Pie.jpg/250px-Wet-bottom_Shoofly_Pie.jpg,
Desserts and confectionery,Smith Island cake,South,['Maryland'],"['Smith Island, Maryland']",[],Maryland,"8 to 15+ very thin layers of yellow cake separated by thick, fudge-like chocolate frosting.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Smith_island_cake2009.jpg/250px-Smith_island_cake2009.jpg,
Desserts and confectionery,Snickerdoodle,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"A type of cookie made with flour, fat, sugar, and salt, and rolled in cinnamon sugar.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Pile_of_snickerdoodles.jpg/250px-Pile_of_snickerdoodles.jpg,
Desserts and confectionery,Snickers salad,Midwest,['Iowa'],[],[],Iowa,"A mix ofSnickers bars,Granny Smith apples,whipped cream, and often pudding or whipped topping, served in a bowl.[144]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/GrannySmithAppleSalad.jpg/250px-GrannySmithAppleSalad.jpg,
Desserts and confectionery,Stack cake,Multiple,Wyoming,[],"['Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia', 'Appalachia']",Appalachia,A stack of cakes layered with fillings of molasses and apples.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Apple_Stack_Cake.jpg/250px-Apple_Stack_Cake.jpg,
Desserts and confectionery,Strawberry delight,Midwest,['Minnesota'],[],[],Minnesota,"A dessert salad made from milk, whipped topping, cream cheese, strawberries and strawberry gelatin over a graham cracker crust.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Strawberry_Delight.jpg/250px-Strawberry_Delight.jpg,
Desserts and confectionery,Strawberry rhubarb pie,Northeast,[],[],['Upstate New York'],Upstate New York,"A sweet and tart pie made withstrawberriesandrhubarb, with a latticed top crust.[145]",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Pie_capers_strawberry_rhubarb_pie%2C_July_2007.jpg/250px-Pie_capers_strawberry_rhubarb_pie%2C_July_2007.jpg,
Desserts and confectionery,Sugar cream pie,Midwest,['Indiana'],[],[],Indiana,"Often referred to as Hoosier sugar cream pie, this is the state food of Indiana. It is a single crust pie made from brown sugar, flour, butter, salt, vanilla, and cream. The Hoosier sugar cream pie is recognizable for being a shallow pie with a nutmeg dusting on top.[146][147]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Sugar_Cream_Pie_in_Indiana_-_Stierch.jpg/250px-Sugar_Cream_Pie_in_Indiana_-_Stierch.jpg,
Desserts and confectionery,Sugar on snow,Northeast,['Vermont'],[],['Quebec'],Quebec,"Also known as ""tire sur la neige"" (French for ""pull over snow""). A candy made by boilingmaple syrupand pouring it over clean snow to harden it. Popular at seasonal ""sugaring-off"" events where freshly tapped maple syrup is boiled and guests receive a small spoon or popsicle stick to roll the still-warm maple onto.[148]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Maple_toffee.JPG/250px-Maple_toffee.JPG,
Desserts and confectionery,Sweet potato pie,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A pie with a filling of mashedsweet potatoes, milk, sugar and eggs, flavored with spices such as nutmeg.[149]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/SweetPotatoPie.jpg/250px-SweetPotatoPie.jpg,
Desserts and confectionery,Tarte à la Bouillie,South,['Louisiana'],[],[],Louisiana,Tarte à la Bouillie (/ˌtɑːrtələbuˈiː/TART-ə-lə-boo-EE) are sweet-doughcustardtartsthat are part ofCajun cuisine.[150],,
Desserts and confectionery,Toll House cookie,Northeast,['Massachusetts'],[],[],Massachusetts,"A cookie made with butter, brown sugar, and white sugar, with semi-sweet chocolate chips.  Invented at theToll House InninWhitman, Massachusetts.[151]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Chocolate_Chip_Cookies_-_kimberlykv.jpg/250px-Chocolate_Chip_Cookies_-_kimberlykv.jpg,
Desserts and confectionery,Tipsy cake,South,Wyoming,[],"['Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States', 'Southern United States']",Southern United States,"A variation on the Englishtriflebrought to America in colonial times. A cake made with an alcoholic beverage such as wine, sherry, or bourbon, and often with custard, jam, or fruit.[152][153]",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Tipsy_cake.jpg/250px-Tipsy_cake.jpg,
Desserts and confectionery,Watergate salad,Midwest,Wyoming,[],"['Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States', 'Midwestern United States']",Midwestern United States,"A dessert salad made from pistachio pudding, canned pineapple, whipped topping, crushed walnuts or pecans, and marshmallows.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Watergate_salad_new.jpg/250px-Watergate_salad_new.jpg,
Desserts and confectionery,Whoopie pie,Northeast,['Pennsylvania'],[],[],Pennsylvania,"A baked product made of two round mound-shaped pieces of chocolate cake with a sweet, creamy filling or frosting sandwiched between them.[154]Referred to in some parts of Pennsylvania as a gob.[155]",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Whoopie_pie_with_dusting_of_confectioner%27s_sugar.jpg/250px-Whoopie_pie_with_dusting_of_confectioner%27s_sugar.jpg,
Fish and seafood dishes,California roll,West,Wyoming,[],"['Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States', 'Western United States']",Western United States,"A type of sushi that contains imitation crab (or rarely real crab), avocado, and cucumber.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/California_Sushi_%2826571101885%29.jpg/250px-California_Sushi_%2826571101885%29.jpg,
Fish and seafood dishes,Cioppino,West,['California'],"['San Francisco, California']",[],California,Cioppino (/tʃoʊˈpiːnoʊ/choh-PEE-noh) is anItalian-Americanfish stewwith tomatoes and a variety of fish and shellfish.[156],https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Cioppino.jpg/250px-Cioppino.jpg,
Fish and seafood dishes,Clambake,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,Seafood and vegetables steamed between layers of seaweed over hot rocks on a beach.[157][158],https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/New_England_clam_bake.jpg/250px-New_England_clam_bake.jpg,
Fish and seafood dishes,Clam cakes,Northeast,['Rhode Island'],[],[],Rhode Island,"Fritter made from flour, water, baking powder, clam juice, and chopped or minced clams (usually quahogs) all mixed together, rolled into balls and deep fried.[159]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Clam_cake.jpg/250px-Clam_cake.jpg,
Fish and seafood dishes,Clam pie,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"A savory meat pie prepared using clams, especiallyquahogs, as a primary ingredient.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Curry_clam_pie.jpg/250px-Curry_clam_pie.jpg,
Fish and seafood dishes,Clams casino,Northeast,['Rhode Island'],[],[],Rhode Island,"Aclamserved on a half clamshell, topped withbreadcrumbsand crumbled bacon, and broiled.[160]",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Clams_casino.jpg/250px-Clams_casino.jpg,
Fish and seafood dishes,Crab cakes,South,['Maryland'],[],[],Maryland,"Crab meatand other ingredients (such as bread crumbs, milk, mayonnaise, eggs, and seasonings, particularly Old Bay Seasoning), traditionally deep-fried orsautéd, and increasingly often broiled.[161]",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Crabcakes_food.jpg/250px-Crabcakes_food.jpg,
Fish and seafood dishes,Crab Rangoon,Southwest,['California'],"['Beverly Hills, California']",[],California,"Filled crisp dumpling appetizers served primarily in American Chinese restaurants. The filling is made with a combination of cream cheese, crab meat or imitation crab meat, scallions or onion, garlic, and other flavorings.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Crab_rangoons_on_a_plate.jpeg/250px-Crab_rangoons_on_a_plate.jpeg,
Fish and seafood dishes,Crawfish pie,South,['Louisiana'],[],[],Louisiana,A savory pie similar to apot piefilled withcrawfish.,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Cross-Section_of_Crawfish_Pie.jpg/250px-Cross-Section_of_Crawfish_Pie.jpg,
Fish and seafood dishes,Deviled crab,South,['Florida'],"['Tampa, Florida']",[],Florida,"A crab meat croquette. Deviled crab croquettes originated in Tampa, Florida, where they were developed in the Spanish, Cuban and Italian immigrant community of Ybor City.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Deviled_crabs.JPG/250px-Deviled_crabs.JPG,
Fish and seafood dishes,Étouffée,South,"['Louisiana', 'Mississippi']",[],[],Mississippi,"Étouffée (/eɪtuːˈfeɪ/ay-too-FAY) iscrawfish(or sometimes other shellfish such as shrimp or crabs) cooked using a technique calledsmothering, withroux,Cajunspices, and other ingredients, and served with rice.[162]",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Crawfish_etouffee.jpg/250px-Crawfish_etouffee.jpg,
Fish and seafood dishes,Fish boil,Midwest,['Wisconsin'],[],[],Wisconsin,"Freshwater whitefish,potatoes, andonionsare boiled in a large pot of salty water, with the fish and potatoes in wire baskets.  When the fish is ready, the fish oil, which has floated to the top, is removed, traditionally with burning kerosene.[163]",https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/DoorCountyWI_FishBoilPlatter.jpg/250px-DoorCountyWI_FishBoilPlatter.jpg,
Fish and seafood dishes,Fried clams,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,"Clams that have been dipped in milk, floured, and deep-fried. They are ""toNew England, what barbecue is to the South"".[164]They tend to be served at seaside clam shacks (roadside restaurants).[164]",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Fried_clams_Woodman%27s_of_Essex%2C_Massachusetts.jpg/250px-Fried_clams_Woodman%27s_of_Essex%2C_Massachusetts.jpg,
Fish and seafood dishes,Frogmore stew,South,['Georgia'],[],[],Georgia,"Frogmore stew, also known as low country boil, is a dish consisting of shell-on shrimp, smoked sausage, corn, and red potatoes all cooked together in a spice laden broth. It's typically served family style, on newspaper with lemon, cocktail sauce, and drawn butter.[165][166]",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Shrimp_Boil.jpg/250px-Shrimp_Boil.jpg,
Fish and seafood dishes,Hangtown fry,West,['California'],"['San Francisco, California']",[],California,"Hangtown fry is a type of omelette made famous during the California Gold Rush in the 1850s. The most common version includes bacon and oysters combined with eggs, and fried together.[167]",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Hangtown_Burger.jpg/250px-Hangtown_Burger.jpg,
Fish and seafood dishes,Lobster Fra Diavolo,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"A pasta dish made with lobster, sometimes other seafood, that contains crushed red pepper to make it spicy",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Shrimp_Fra_Diavolo_%2814544980817%29.jpg/250px-Shrimp_Fra_Diavolo_%2814544980817%29.jpg,
Fish and seafood dishes,Lobster Newberg,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"An Americanseafooddish made from lobster, butter, cream,cognac,sherry, eggs, and cayenne pepper.[168]",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Lobster_newburg_%286161063979%29.jpg/250px-Lobster_newburg_%286161063979%29.jpg,
Fish and seafood dishes,Lobster roll,Northeast,Wyoming,[],"['New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England', 'New England']",New England,A sandwich of lobster meat served in a top-loading hot dog bun.[169],https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Lobster_Roll_at_the_Lobster_Claw%2C_Bar_Harbor.jpg/250px-Lobster_Roll_at_the_Lobster_Claw%2C_Bar_Harbor.jpg,
Fish and seafood dishes,Lox and schmear bagel,Northeast,Wyoming,['New York City'],"['New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City', 'New York City']",New York City,"Loxand cream cheese (schmear) on a New York-style bagel. Often garnished with tomato, onion, cucumber, and/or capers.",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/%2Athis%2A_is_a_bagel.jpg/250px-%2Athis%2A_is_a_bagel.jpg,
